dba,street,zipcode,searched,yelp_id,yelp_price,yelp_rating,yelp_review_count,yelp_transaction_type,yelp_is_claimed,yelp_hours,yelp_latitude,yelp_longitude,yelp_name
CREPE CAFE,LEXINGTON AVE,10029.0,True,Wfvbslm4MX9CE1ROjRvGng,$$,3.5,83.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",40.790915999999996,-73.94757,Crêpe Café
PEACHES JAMAICAN RESTAURANT,CHURCH AVENUE,11203.0,True,DVSm03qNU7zE1mv1QSKnsA,$$,4.0,724.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1600', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.6541492290788,-73.95937085151671,MangoSeed Restaurant
BOUTROS,ATLANTIC AVE,11201.0,True,6G0urbBDz_CnYnGXApgUcw,$$$,4.0,90.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '0530', 'end': '2330', 'day': 0}, {'is_overnight': False, 'start': '1730', 'end': '2330', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2330', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2330', 'day': 3}, {'is_overnight': True, 'start': '1730', 'end': '0100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1530', 'day': 5}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1530', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.6901481293837,-73.9935445412993,Boutros
CARVEL ICE CREAM,BROADWAY,10463.0,True,Kd0rrg_J9Db8VTrMQY__zQ,$$,4.5,17.0,,True,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.77125899233121,-73.7935676980713,Carvel Ice Cream
MCGARRY'S,9 AVENUE,10001.0,True,a8hlHcxPxtXmYxGFsy5PSg,$$,3.5,135.0,delivery;pickup,True,"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.75304000000001,-73.99678,McGarry's Bar and Restaurant
GARI,COLUMBUS AVENUE,10024.0,True,iHwhkW0LLlu81ZCir-lFQA,$$$$,4.0,313.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1415', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2245', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1415', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2245', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1415', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2245', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1415', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2245', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2245', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2245', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.78112,-73.97632,Gari Columbus
FREDA'S,COLUMBUS AVENUE,10025.0,True,BQcgpQxUM39PMO_YDl_CqA,$$,4.0,471.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.80095,-73.96141,Freda's Caribbean & Soul Cuisine
GRACIE-MEWS RESTAURANT,1 AVENUE,10028.0,True,rKUDByPUboPosDrkug4ciw,$$,3.5,288.0,pickup;delivery,True,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7733348011971,-73.9518921822309,Gracie Mews Diner
LECHONERA 2DA RESTAURANTE,NEW LOTS AVE,11207.0,True,,,,,,True,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
OLLIE'S CHINESE RESTAURANT,BROADWAY,10025.0,True,xCHApgtkLpEyh0lz-uhZvg,$$,4.0,217.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.8003719688892,-73.96764913086021,Szechuan Garden
DUMPLING KINGDOM,SULLIVAN ST,10012.0,True,Tb4aUIIy74xG9wLDEwpxdw,$,3.5,184.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.729650299999996,-73.99955770000003,Dumpling Kingdom
GARDEN GRILL,GRAHAM AVENUE,11211.0,True,RGQApyRwo1BDY0L8xbf62Q,$,3.0,128.0,delivery;pickup,False,,40.713508,-73.943893,Garden Grill
SEA STAR CHINESE RESTAURANT,37TH AVE,11372.0,True,vbL4Ef8zf4dmdR9Gyl5lkw,$$,3.5,297.0,,True,"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.739713,-73.878766,Taiwanese Gourmet
LUCKY 13 SALOON,SACKETT ST,11217.0,True,TKpP5_U0HTmxWsjl8LIl1w,$,4.5,67.0,,True,"[{'open': [{'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.6781997680664,-73.9836044311523,Lucky 13 Saloon
L AND Z BAKERY,86 STREET,11214.0,True,sZGRmZngRvVOkF_hL5pPvw,$,2.5,7.0,,True,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.598102600000004,-73.98777009999998,L and Z Bakery
SERGIMMO SALUMERIA,9 AVENUE,10018.0,True,9iC39Z1YjZKbrrCANgzBXg,$$,4.5,615.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.754296,-73.995498,Sergimmo Salumeria
ARCHIE'S FAMOUS PIZZA,FOREST AVE,10303.0,True,,,,,,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
LAS TAINAS BAR & RESTAURANT,BROADWAY,11211.0,True,lNzdym2IUKUf35YULTVm6A,$$,3.5,9.0,,False,,40.7078337723625,-73.955848724345,Las Tainas
BAWARCHI INDIAN CUISINE,MADISON AVE,10029.0,True,D_xGTuIZqh1g6ie9QybcYw,$$,3.5,91.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7928,-73.95039,Bawarchi Indian Cuisine
JASSI'S DELI & INDIAN GRILL,21ST ST,11101.0,True,FoXPtrmgnbWf2RhUrzF4jA,$$,4.0,282.0,pickup,True,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7461651,-73.714548,Santoor Grill
POPEYES LOUISIANA KITCHEN,FARMERS BLVD,11412.0,True,kQT4Osjs8Ooqt9FTZ0tNFA,$,3.5,4.0,,True,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.691219,-73.76203199999998,Popeyes Louisiana Kitchen
GABRIELA'S RESTAURANTE,COLUMBUS AVENUE,10025.0,True,,,,,,True,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
NEW LUEN HING,BAILEY AVENUE,10463.0,True,SLvTcD6loW0HUUYTR7FGUw,$,2.0,20.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.8764648,-73.90354920000001,New Luen Hing
WHITE CASTLE,ROCKAWAY BOULEVARD,11417.0,True,G_3zhDXjdspDmNuSvct-Wg,$,3.0,24.0,,True,"[{'open': [{'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 0}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 1}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 2}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 3}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 4}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 5}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.67982,-73.8405,White Castle
NAPOLI PIZZA & PASTA,35 AVENUE,11106.0,True,Lw58gDv9ipwtOcg2EIJp3w,$,4.0,265.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.75718,-73.92685999999998,Napoli Pizza & Pasta
FAIRFIELD INN,WEST   37 STREET,10018.0,True,1Qe4hdNvZQTvNWF3Lwy8vg,$$,4.0,39.0,,False,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.770105527613,-73.98921038545879,Fairfield Inn & Suites - Marriott
DEAN & DELUCA,WEST   56 STREET,10019.0,True,yknjbHNG7b0qL_Gw-U2luw,$$$,4.0,619.0,,True,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7239888956321,-73.997678154631,Dean & DeLuca
JUSTINOS,10TH AVE,10019.0,True,fBmdOCTJuh0bYMFoLvgEaw,$,3.5,182.0,pickup;delivery,True,"[{'open': [{'is_overnight': True, 'start': '1000', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1000', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1000', 'end': '0430', 'day': 2}, {'is_overnight': True, 'start': '1000', 'end': '0430', 'day': 3}, {'is_overnight': True, 'start': '1000', 'end': '0430', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0430', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.76945,-73.98854,Justino's Pizzeria
RADISSON JFK - CONNECTIONS,140 STREET,11436.0,True,Lw0wbbLkbrmhDDz7OujKvg,$$,2.0,81.0,,True,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.667319899999995,-73.79849,Radisson Hotel JFK Airport
KENNEDY FRIED CHICKEN,E 198TH ST,10458.0,True,kKSZx1UoKgwiQFJe5qMoag,$,4.0,7.0,,False,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.833995,-73.917109,Kennedy Fried Chicken
SWEETLEAF,JACKSON AVENUE,11101.0,True,iyuZRb2jCnlj-ddYoX44dw,$$,4.0,443.0,,True,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7432877579923,-73.9516040481087,Sweetleaf
GRAND SICHUAN EASTERN,8 AVENUE,10011.0,True,R3UNnA8EbjhNWBHS0wJ0VA,$$,3.5,229.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.75831,-73.96636,Grand Sichuan Eastern
GARDEN OF EAT-IN,AVENUE J,11230.0,True,UJbBlo1qmTDXQgYJSJOamA,$$,4.0,23.0,delivery;pickup,True,,40.625220664796,-73.96160887597509,Garden Of Eat-In
LIN HOME CHINESE RESTAURANT,UNIVERSITY AVENUE,10468.0,True,,,,,,True,,,,
THE RUSTY KNOT,WEST   11 STREET,10014.0,True,EkyFTqo4lAG_NBsbVMCynw,$$,3.5,242.0,,False,"[{'open': [{'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1400', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7352206332678,-74.0098652555112,Rusty Knot
B FLAT,CHURCH STREET,10013.0,True,sLxHi6kOAEV6iqr45jzb_Q,$$,4.0,341.0,,True,"[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 5}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7185644131449,-74.0048434404755,B Flat
CHELA & GARNACHA,36TH AVE,11106.0,True,AUyKmFjpaVLwc3awfUnqgQ,$$,4.5,313.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1230', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1230', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1230', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1230', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7557171543477,-73.927811292412,Chela & Garnacha
BARREL & FARE,4TH AVE,11215.0,True,OHLS_n_K32tQ2NP9ggt-kg,$$,3.5,87.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1500', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1030', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.66877,-73.99043,Barrel and Fare Brooklyn
CHINA WANG RESTAURANT,WEST 225 STREET,10463.0,True,30xGtjMKPPDD3C7BcKozdQ,$$,3.5,7.0,pickup;delivery,False,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1130', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1130', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1130', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1130', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1230', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1230', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2330', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.87453,-73.91060999999998,China Wang
EXCLUSIVE PIZZA,WEST  181 STREET,10033.0,True,aFJLPIyLgRS7m_9-2MK6lg,$,3.5,97.0,pickup;delivery,False,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.85094820000001,-73.93894770000001,Exclusive Pizza
CROWN CHICKEN BURGER & PIZZA,E GUN HILL RD,10467.0,True,50MhEjUPvlzitewauqsqYQ,$,4.5,134.0,,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.9126977401153,-73.8090397417545,Pelham Pizza
